Dates,Gold Price (US $),US CPI ,Real Price of Gold,10 Year Treasury - Nominal Yield,10 Year Treasury - Real Yield,Cleveland 10 Year Real Yield,Expected 10 Year Inflation,Gold ETF Market Cap,Gold ETF Gold Holdings
11/30/2009,1182.3,217.234,5.442518206,3.2,1.083,0.848040564,2.117,45946.43,38925784
12/31/2009,1096.2,217.347,5.043547875,3.839,1.432,1.297924862,2.407,42689.52,38997516
1/29/2010,1083.8,217.488,4.983263444,3.586,1.268,1.124515411,2.318,41410.72,38298939
2/26/2010,1118.9,217.281,5.149552883,3.614,1.457,0.99873153,2.157,42508.82,38056107
3/31/2010,1114.5,217.353,5.127603484,3.828,1.568,1.309105297,2.26,43162.61,38799364
4/30/2010,1180.7,217.403,5.430927816,3.655,1.257,1.226387863,2.398,46883.84,39790500
5/31/2010,1215,217.29,5.591605688,3.287,1.249,1.019360984,2.038,52801.21,43473011
6/30/2010,1245.9,217.199,5.736214255,2.933,1.081,0.846759068,1.852,56229.55,45199388
7/30/2010,1183.9,217.605,5.440591898,2.907,1.124,0.656163893,1.783,52130.24,44148337
8/31/2010,1250.3,217.923,5.737347595,2.47,0.921,0.577067747,1.549,56117.26,44931658
9/30/2010,1309.6,218.275,5.999770931,2.512,0.694,0.408805252,1.818,59094.2,45146285
10/29/2010,1357.6,219.035,6.198096195,2.601,0.449,0.338889557,2.152,60911.8,44875429
11/30/2010,1386.1,219.59,6.312218225,2.799,0.654,0.626209272,2.145,62138.44,44806616
12/31/2010,1421.4,220.472,6.44707718,3.295,0.968,0.863977157,2.327,63876.81,44959509
1/31/2011,1334.5,221.187,6.033356391,3.372,1.055,0.829687185,2.317,57237.6,43028280
2/28/2011,1409.9,221.898,6.353820224,3.429,1.013,0.873850878,2.416,60304.11,42713054
3/31/2011,1439.9,223.046,6.45561902,3.472,0.966,0.977502831,2.506,61611.14,42969626
4/29/2011,1556.4,224.093,6.945330733,3.288,0.709,0.711474837,2.579,68536.17,43856777
5/31/2011,1536.8,224.806,6.836116474,3.062,0.763,0.492266991,2.299,66556.76,43350885
6/30/2011,1502.8,224.806,6.684874959,3.161,0.703,0.573952355,2.458,65150.73,43484505
7/29/2011,1631.2,225.395,7.237072695,2.797,0.36,0.394974907,2.437,74192.65,45646131
8/31/2011,1831.7,226.106,8.101067641,2.224,0.15,0.214938875,2.074,82097.5,44996659
9/30/2011,1622.3,226.597,7.159406347,1.916,0.158,0.098562492,1.758,72838.29,44871988
10/31/2011,1725.2,226.75,7.608379272,2.114,0.035,0.137069532,2.079,77882.95,45286879
11/30/2011,1750.3,227.169,7.704836487,2.069,-0.014,0.144468307,2.083,82648.52,47264219
12/30/2011,1566.8,227.223,6.89542872,1.877,-0.113,0.146100514,1.99,71617.74,45834541
1/31/2012,1740.4,227.842,7.638626768,1.798,-0.3,0.021851027,2.098,81068.83,46481404
2/29/2012,1711.3,228.329,7.494886764,1.972,-0.296,0.16923691,2.268,80165.4,47429706
3/30/2012,1671.9,228.807,7.30703169,2.211,-0.129,0.194645727,2.34,78718.74,47191013
4/30/2012,1664.2,229.187,7.261319359,1.915,-0.349,-0.087221976,2.264,78139.32,46891547
5/31/2012,1564.2,228.713,6.839139008,1.559,-0.56,-0.04815105,2.119,72615.25,46504784
6/29/2012,1604.2,228.524,7.019831615,1.646,-0.489,-0.054826025,2.135,75065.82,46956677
7/31/2012,1614.6,228.59,7.063301107,1.469,-0.717,-0.060084775,2.186,74404.62,46131031
8/31/2012,1687.6,229.918,7.340008177,1.549,-0.711,-0.169257139,2.26,80490.9,47531710
9/28/2012,1773.9,231.015,7.678722161,1.634,-0.788,-0.093172237,2.422,86739.6,48888825
10/31/2012,1719.1,231.638,7.421493883,1.691,-0.806,-0.005737054,2.497,85541.2,49669868
11/30/2012,1712.7,231.249,7.406302298,1.616,-0.845,-0.172377449,2.461,86159.4,50279836
12/31/2012,1675.8,231.221,7.247611592,1.758,-0.741,0.084401417,2.499,84347.4,50430098
1/31/2013,1662,231.679,7.173718809,1.986,-0.579,0.172100177,2.565,82889.4,49783973
2/28/2013,1578.1,232.937,6.774793184,1.876,-0.666,0.050340721,2.542,74647.1,47255071
3/29/2013,1595.7,232.282,6.869667043,1.85,-0.668,-0.024211881,2.518,73557.3,46085747
4/30/2013,1472.1,231.797,6.350815584,1.673,-0.671,-0.019391228,2.344,60451.1,40963553
5/31/2013,1393,231.893,6.007080852,2.129,-0.102,0.227693755,2.231,53441.42,38583537
6/28/2013,1223.7,232.445,5.264471165,2.487,0.46,0.546381043,2.027,45504.58,36926628
7/31/2013,1313,232.9,5.637612709,2.577,0.373,0.475068686,2.204,47088.18,35565416
8/30/2013,1396.1,233.456,5.980141868,2.785,0.68,0.540834513,2.105,49243.02,35341451
9/30/2013,1327,233.544,5.682012811,2.611,0.417,0.492969425,2.194,46241.64,34840234
10/31/2013,1323.7,233.669,5.664850708,2.555,0.39,0.489637745,2.165,44394.87,33562388
11/29/2013,1250.4,234.1,5.341307134,2.745,0.567,0.418299928,2.178,40701.65,32574638
12/31/2013,1202.3,234.719,5.12229517,3.029,0.77,0.680636705,2.259,37171.74,30884072
1/31/2014,1239.8,235.288,5.269287001,2.645,0.513,0.508677307,2.132,38226.15,30704564
2/28/2014,1321.6,235.547,5.610769825,2.648,0.466,0.580453183,2.182,41197.74,31120222
3/31/2014,1283.8,236.028,5.439185181,2.719,0.579,0.702222098,2.14,40336.39,31452579
4/30/2014,1295.9,236.468,5.480234112,2.647,0.458,0.626854154,2.189,39472.4,30619175
5/30/2014,1246,236.918,5.259203606,2.477,0.236,0.624529441,2.241,38139.16,30501340
6/30/2014,1322,237.231,5.572627523,2.531,0.253,0.590994955,2.278,40842.81,30719173
7/31/2014,1282.8,237.498,5.401308643,2.559,0.29,0.649405696,2.269,39871.07,31106323
8/29/2014,1287.4,237.46,5.421544681,2.344,0.215,0.580859934,2.129,39738.99,30879292
9/30/2014,1211.6,237.477,5.10196777,2.49,0.518,0.700964695,1.972,36209.44,30009867
10/31/2014,1171.6,237.43,4.934507013,2.336,0.408,0.713300263,1.928,33996.73,29017140
11/28/2014,1175.5,236.983,4.960271412,2.165,0.362,0.384725373,1.803,32973.08,28274496
12/31/2014,1184.1,236.252,5.012021062,2.172,0.473,0.709942798,1.699,33066.18,27977723
1/30/2015,1279.2,234.747,5.449270917,1.642,-0.003,0.538380375,1.645,38250.76,29769065
2/27/2015,1213.1,235.342,5.154626034,1.994,0.16,0.75170542,1.834,36468.72,30147155
3/31/2015,1183.2,235.976,5.014069227,1.924,0.147,0.410322517,1.777,34339.02,29005203
4/30/2015,1182.4,236.222,5.005460965,2.033,0.104,0.53392144,1.929,34403.65,29094684
5/29/2015,1189.8,237.001,5.020231982,2.122,0.299,0.553777795,1.823,33748.56,28371648
6/30/2015,1171.8,237.657,4.930635327,2.354,0.461,0.667074901,1.893,33128.49,28268111
7/31/2015,1095.1,238.034,4.600603275,2.181,0.436,0.548305565,1.745,29406.03,26866009
8/31/2015,1132.5,238.033,4.757743674,2.219,0.582,0.512459908,1.637,30807.83,27127791
9/30/2015,1115.2,237.498,4.695618489,2.038,0.607,0.528771709,1.431,30416.13,27266288
10/30/2015,1141.4,237.733,4.801184522,2.143,0.614,0.666205704,1.529,31319.04,27464868
11/30/2015,1065.3,238.017,4.475730725,2.207,0.598,0.64742223,1.609,27842.1,26153122
12/31/2015,1060.2,237.761,4.459099684,2.27,0.71,0.734505974,1.56,27092.96,25558346
1/29/2016,1116.4,237.652,4.697625099,1.922,0.517,0.538738004,1.405,30029.33,26867780
2/29/2016,1234.4,237.336,5.201065157,1.736,0.306,0.55140742,1.43,38566.89,31080136
3/31/2016,1235.6,238.08,5.189852151,1.77,0.14,0.345272676,1.63,39785.5,32331263
4/29/2016,1290.5,238.992,5.399762335,1.834,0.126,0.41364983,1.708,41261.03,31893737
5/31/2016,1217.5,239.557,5.082297741,1.847,0.277,0.51909852,1.57,41641.92,34279480
6/30/2016,1320.6,240.222,5.497414891,1.471,0.041,0.165346941,1.43,49301.82,37238138
7/29/2016,1357.5,240.101,5.653870663,1.454,-0.036,0.226837459,1.49,51125.87,37850654
8/31/2016,1311.4,240.545,5.451786568,1.581,0.111,0.216074304,1.47,49117.17,37573768
9/30/2016,1317.1,241.176,5.461156997,1.595,-0.014,0.289796815,1.609,49726.21,37765389
10/31/2016,1273.1,241.741,5.266380134,1.826,0.095,0.346609331,1.731,48238.4,37733087
11/30/2016,1173.9,242.026,4.850305339,2.382,0.425,0.700456575,1.957,40927.89,34923923
12/30/2016,1151.7,242.637,4.746596768,2.445,0.479,0.725651073,1.966,37652.3,32741647
1/31/2017,1211.4,243.618,4.972538975,2.454,0.395,0.774381578,2.059,38949.61,32124237
2/28/2017,1253.9,244.006,5.138808062,2.391,0.379,0.916503018,2.012,41981.82,33546672
3/31/2017,1251.2,243.892,5.13013957,2.388,0.404,0.765753777,1.984,41378.18,33185498
4/28/2017,1268.3,244.193,5.193842575,2.281,0.36,0.776408799,1.921,43142.89,34006824
5/31/2017,1275.4,244.004,5.226963492,2.204,0.376,0.736111347,1.828,42833.16,33772167
6/30/2017,1242.3,244.163,5.087994495,2.305,0.568,0.725016118,1.737,42396.61,34171653
7/31/2017,1273.4,244.243,5.213660166,2.295,0.476,0.670860164,1.819,40939.9,32239346.2
8/31/2017,1322.2,245.183,5.392706672,2.118,0.345,0.565212641,1.773,43979.98,33234168
9/29/2017,1284.8,246.435,5.213545154,2.334,0.48,0.729143506,1.854,44972.58,35147652
10/31/2017,1270.5,246.626,5.151524981,2.38,0.496,0.752190453,1.884,44312.93,34887329
11/30/2017,1276.7,247.284,5.162889633,2.411,0.541,0.573049227,1.87,44309.7,34752216
12/29/2017,1309.3,247.805,5.283589919,2.406,0.426,0.873788011,1.98,45261.5,34754805
1/31/2018,1343.1,248.859,5.397032054,2.706,0.594,1.088469295,2.112,47681.3,35451513
2/28/2018,1317.9,249.529,5.281550441,2.862,0.743,1.029535829,2.119,46475,35270716
3/30/2018,1327.3,249.577,5.318198392,2.74,0.684,1.014354329,2.056,47645.6,35928750
4/30/2018,1319.2,250.227,5.272013012,2.954,0.779,1.2160918,2.175,48999.9,37286055
5/31/2018,1304.7,250.792,5.202319053,2.859,0.779,1.245728143,2.08,47308.3,36430454
6/29/2018,1254.5,251.018,4.997649571,2.861,0.736,1.155233707,2.125,43793.8,34970521
7/31/2018,1233.6,251.214,4.910554348,2.961,0.834,1.255241617,2.127,41820.6,34157656
8/31/2018,1206.7,251.663,4.794904297,2.861,0.771,1.132146898,2.09,39263.1,32751436
9/28/2018,1196.2,252.182,4.743399608,3.062,0.917,1.30012681,2.145,38682.4,32466837
10/31/2018,1215,252.772,4.806703274,3.144,1.082,1.308658352,2.062,40169.5,33007188
11/30/2018,1226,252.594,4.853638645,2.989,1.023,1.254966656,1.966,40587.6,33227620
12/31/2018,1281.3,252.767,5.069095254,2.685,0.972,1.040434344,1.713,44025.8,34333880
1/31/2019,1325.2,252.718,5.24378952,2.63,0.767,1.068182846,1.863,47362.4,35892502
2/28/2019,1316.1,253.322,5.195364003,2.716,0.772,0.517207652,1.944,45727.8,34843271
3/29/2019,1298.5,254.202,5.108142343,2.406,0.531,0.42030375,1.875,45097.4,34909819
4/30/2019,1285.7,255.211,5.037792258,2.503,0.553,0.5404288,1.95,42997,33502185
5/31/2019,1311.1,255.29,5.135727996,2.125,0.385,0.421301618,1.74,43088.7,32981017
6/28/2019,1413.7,255.159,5.540466925,2.006,0.304,0.440571882,1.702,49394.3,35003186
7/31/2019,1437.8,255.685,5.623325576,2.015,0.266,0.420051792,1.749,51362.4,36370935
8/30/2019,1529.4,256.059,5.972842197,1.498,-0.044,0.235005519,1.542,59003,38727921
9/30/2019,1472.9,256.511,5.742053947,1.666,0.146,0.368324527,1.52,59838.5,40617619
10/31/2019,1514.8,257.244,5.888572717,1.692,0.142,0.433611848,1.55,61835.8,40913260
11/29/2019,1472.7,257.803,5.712501406,1.777,0.157,0.51426493,1.62,58985.7,40321984
12/31/2019,1523.1,258.616,5.889426795,1.919,0.134,0.505096308,1.785,61131.9,40296166
1/31/2020,1587.9,259.037,6.130012315,1.508,-0.133,0.315985791,1.641,65032.6,40995781
2/28/2020,1566.7,259.248,6.043248164,1.15,-0.28,-0.127837446,1.43,66505.8,42183151
3/31/2020,1596.6,258.124,6.185399265,0.67,-0.255,-0.111594424,0.925,68747.8,43652135
4/30/2020,1694.2,256.092,6.615591272,0.64,-0.429,-0.027856524,1.069,80239.8,47542202
5/29/2020,1751.7,255.868,6.84610815,0.653,-0.505,-0.153699355,1.158,87144.1,50313314
6/30/2020,1800.5,256.986,7.006218238,0.657,-0.705,-0.345344497,1.362,93570,52561261
7/31/2020,1985.9,258.278,7.689001773,0.529,-1.025,-0.407133999,1.554,110010,55731007
8/31/2020,1978.6,259.411,7.62727872,0.706,-1.099,-0.343336932,1.805,111121.4,56485861
9/30/2020,1895.5,260.029,7.289571548,0.685,-0.948,-0.291738448,1.633,108354.1,57456475
10/30/2020,1879.9,260.286,7.222439931,0.875,-0.833,-0.213955635,1.708,107676.3,57384706
11/30/2020,1780.9,260.813,6.828263929,0.841,-0.96,-0.232321457,1.801,98385.6,55387783
12/31/2020,1895.1,262.035,7.232239968,0.916,-1.087,-0.235017207,2.003,103656.3,54521956
1/29/2021,1850.3,262.65,7.044736341,1.067,-1.035,-0.230823796,2.102,99827.2,54236662
2/26/2021,1728.8,263.638,6.55747654,1.407,-0.741,0.012506874,2.148,89495.7,51865166
3/31/2021,1715.6,264.914,6.47606393,1.742,-0.632,0.118046936,2.374,84575.9,49558859
4/30/2021,1767.7,266.67,6.62879214,1.628,-0.779,0.036947583,2.407,86003.7,48637053
5/31/2021,1905.3,268.444,7.097569698,1.596,-0.858,-0.005664854,2.454,94508.5,49633440
6/30/2021,1771.6,270.559,6.547924852,1.469,-0.876,0.035041078,2.345,88203.7,49853689
7/30/2021,1817.2,271.764,6.686684035,1.224,-1.176,-0.261018789,2.4,89311.6,49221284
8/31/2021,1818.1,272.87,6.66287976,1.31,-1.028,-0.194730865,2.338,87227.6,48096896
9/30/2021,1757,274.028,6.411753543,1.488,-0.888,0.087901141,2.376,83991.9,47844471
10/29/2021,1783.9,276.522,6.451204606,1.555,-1.032,0.163997885,2.587,84655.1,47493261
11/30/2021,1776.5,278.711,6.373985957,1.447,-1.083,0.091689169,2.53,84801,47899068
12/31/2021,1828.6,280.887,6.510091247,1.512,-1.099,0.319495099,2.611,86274.9,47152892
1/31/2022,1796.4,282.599,6.356710392,1.778,-0.708,0.441592893,2.486,87241.7,48483571
2/28/2022,1900.7,284.61,6.678261481,1.827,-0.795,0.347089916,2.622,93789.4,49103243
3/31/2022,1954,287.472,6.797183726,2.341,-0.488,0.949400265,2.829,100081,51699040
4/29/2022,1911.7,288.611,6.623794658,2.937,-0.001,1.203897757,2.938,98431.6,51919343
5/31/2022,1848.4,291.268,6.346045566,2.847,0.198,1.025093507,2.649,93629.7,51033722
6/30/2022,1807.3,294.728,6.132094677,3.016,0.671,1.062174928,2.345,90619.2,50170485
7/29/2022,1781.8,294.628,6.047626159,2.651,0.099,0.855625297,2.552,85296.9075,48450603
8/31/2022,1726.2,295.32,5.845184884,3.195,0.712,1.204248681,2.483,80736.282,47239753
9/30/2022,1672,296.539,5.638381461,3.832,1.676,1.797332031,2.156,75730.311,45610962
10/31/2022,1640.7,297.987,5.50594489,4.05,1.539,1.930713048,2.511,72320.576,44330040
11/30/2022,1759.9,298.598,5.893877387,3.607,1.243,1.57612515,2.364,77359.856,43698855
12/30/2022,1826.2,298.99,6.107896585,3.877,1.576,1.783098966,2.301,80079.8455,43932820
1/31/2023,1945.3,300.536,6.472768653,3.511,1.264,1.420202174,2.247,84868.333,44008713
2/28/2023,1836.7,301.648,6.088885058,3.923,1.547,2.059636358,2.376,79806.293,43720616
3/31/2023,1986.2,301.808,6.581005142,3.47,1.147,1.443913855,2.323,86947.9875,44123106
4/28/2023,1999.1,302.918,6.599475766,3.425,1.217,1.536904058,2.208,88188.1695,44350471
5/31/2023,1982.1,303.294,6.535243032,3.646,1.481,1.060631071,2.165,88009.232,44851242
6/30/2023,1929.4,303.841,6.35003176,3.84,1.62,1.424304193,2.22,84587.8445,44067320
